transaction_id,customer_id,visit_datetime,items,total_spend
TX-002109,CUST-069,2025-06-22 13:15:35,Muffin,3.5
TX-002110,CUST-003,2025-06-22 13:22:22,Breakfast Sandwich | Latte | Cake Slice,16.5
TX-002111,CUST-002,2025-06-22 13:44:49,Latte | Breakfast Sandwich | Tea,14.0
TX-002112,CUST-049,2025-06-22 14:15:55,Americano | Drip Coffee,5.5
TX-002113,CUST-027,2025-06-22 18:03:01,Breakfast Sandwich | Latte | Salad | Drip Coffee,22.0
TX-002114,CUST-031,2025-06-22 18:26:35,Americano | Breakfast Sandwich | Cake Slice | Croissant | Drip Coffee,21.5
TX-002115,CUST-037,2025-06-22 19:14:52,Breakfast Sandwich | Cake Slice | Pasta | Latte,27.5
TX-002116,CUST-006,2025-06-22 21:39:31,Pasta | Muffin | Latte | Salad | Americano,30.5
TX-002117,CUST-005,2025-06-22 22:18:57,Cake Slice | Breakfast Sandwich | Latte | Croissant | Americano,23.5
TX-002118,CUST-077,2025-06-23 00:24:35,Drip Coffee | Cake Slice,8.0
TX-002119,CUST-034,2025-06-23 01:31:50,Cake Slice | Latte | Pasta | Americano | Salad,32.5
TX-002120,CUST-040,2025-06-23 02:29:34,Americano | Croissant,7.0
TX-002121,CUST-078,2025-06-23 03:47:28,Muffin,3.5
TX-002122,CUST-023,2025-06-23 05:20:24,Muffin | Cake Slice | Drip Coffee | Tea,14.5
TX-002123,CUST-040,2025-06-23 06:57:06,Croissant,4.0
TX-002124,CUST-065,2025-06-23 08:36:50,Muffin | Americano,6.5
TX-002125,CUST-042,2025-06-23 09:42:57,Drip Coffee,2.5
TX-002126,CUST-028,2025-06-23 10:20:51,Croissant | Salad | Cake Slice,18.0
TX-002127,CUST-026,2025-06-23 12:01:24,Salad | Muffin | Breakfast Sandwich | Drip Coffee | Pasta,32.0
TX-002128,CUST-012,2025-06-23 14:53:13,Croissant | Muffin | Latte | Salad | Pasta,31.5
TX-002129,CUST-029,2025-06-23 18:50:19,Latte | Salad | Cake Slice | Croissant,22.5
TX-002130,CUST-130,2025-06-23 19:07:32,Breakfast Sandwich,6.5
TX-002131,CUST-113,2025-06-23 22:02:39,Breakfast Sandwich | Latte | Drip Coffee,13.5
TX-002132,CUST-065,2025-06-23 22:48:17,Muffin | Tea,6.5
TX-002133,CUST-061,2025-06-24 05:13:18,Tea | Drip Coffee,5.5
TX-002134,CUST-035,2025-06-24 05:59:30,Tea | Breakfast Sandwich | Cake Slice | Salad,23.5
TX-002135,CUST-046,2025-06-24 06:30:09,Latte | Croissant,8.5
TX-002136,CUST-015,2025-06-24 07:16:32,Drip Coffee | Pasta | Cake Slice | Breakfast Sandwich | Salad,34.0
TX-002137,CUST-053,2025-06-24 09:58:41,Drip Coffee,2.5
TX-002138,CUST-071,2025-06-24 13:09:46,Drip Coffee | Croissant,6.5
TX-002139,CUST-042,2025-06-24 14:47:33,Tea | Muffin,6.5
TX-002140,CUST-032,2025-06-24 16:55:31,Latte | Cake Slice | Americano | Breakfast Sandwich,19.5
TX-002141,CUST-027,2025-06-24 19:42:58,Latte | Croissant | Americano | Pasta | Drip Coffee,25.0
TX-002142,CUST-114,2025-06-24 20:21:38,Breakfast Sandwich | Pasta,17.5
TX-002143,CUST-019,2025-06-24 23:34:23,Cake Slice | Breakfast Sandwich | Latte,16.5
TX-002144,CUST-014,2025-06-25 01:02:30,Pasta | Cake Slice | Breakfast Sandwich | Latte,27.5
TX-002145,CUST-038,2025-06-25 02:20:11,Cake Slice | Pasta | Breakfast Sandwich | Salad,31.5
TX-002146,CUST-036,2025-06-25 02:40:56,Breakfast Sandwich | Cake Slice | Tea,15.0
TX-002147,CUST-030,2025-06-25 05:20:43,Pasta | Breakfast Sandwich | Croissant | Americano,24.5
TX-002148,CUST-048,2025-06-25 07:43:59,Croissant,4.0
TX-002149,CUST-066,2025-06-25 08:05:59,Drip Coffee | Americano,5.5
TX-002150,CUST-014,2025-06-25 09:30:29,Salad | Cake Slice | Muffin | Drip Coffee,20.0
TX-002151,CUST-008,2025-06-25 15:40:43,Latte | Croissant | Americano,11.5
TX-002152,CUST-130,2025-06-25 16:34:00,Tea,3.0
TX-002153,CUST-065,2025-06-25 17:11:02,Drip Coffee | Cake Slice,8.0
TX-002154,CUST-028,2025-06-25 21:41:48,Tea | Pasta | Cake Slice | Muffin,23.0
TX-002155,CUST-035,2025-06-25 22:49:56,Salad | Breakfast Sandwich | Tea,18.0
TX-002156,CUST-025,2025-06-26 00:14:36,Tea | Latte | Salad,16.0
TX-002157,CUST-003,2025-06-26 00:33:17,Pasta | Croissant | Americano,18.0
TX-002158,CUST-003,2025-06-26 09:16:12,Breakfast Sandwich | Salad | Drip Coffee | Latte,22.0
TX-002159,CUST-032,2025-06-26 11:07:42,Croissant | Breakfast Sandwich | Americano | Pasta | Latte,29.0
TX-002160,CUST-104,2025-06-26 12:02:16,Croissant | Drip Coffee | Latte,11.0
TX-002161,CUST-114,2025-06-26 16:31:13,Tea | Salad,11.5
TX-002162,CUST-043,2025-06-26 16:35:11,Muffin | Tea,6.5
TX-002163,CUST-013,2025-06-26 18:45:06,Drip Coffee | Croissant | Breakfast Sandwich | Muffin,16.5
TX-002164,CUST-106,2025-06-26 19:37:20,Pasta | Salad | Breakfast Sandwich | Cake Slice,31.5
TX-002165,CUST-036,2025-06-27 00:50:53,Croissant | Drip Coffee | Latte | Salad,19.5
TX-002166,CUST-058,2025-06-27 01:10:08,Americano | Drip Coffee,5.5
TX-002167,CUST-006,2025-06-27 05:12:01,Croissant | Latte | Pasta | Tea,22.5
TX-002168,CUST-031,2025-06-27 10:20:26,Drip Coffee | Salad | Croissant,15.0
TX-002169,CUST-007,2025-06-27 10:37:38,Croissant | Breakfast Sandwich | Drip Coffee | Latte | Pasta,28.5
TX-002170,CUST-039,2025-06-27 10:51:29,Americano,3.0
TX-002171,CUST-064,2025-06-27 11:33:01,Tea | Muffin,6.5
TX-002172,CUST-066,2025-06-27 12:23:03,Tea | Drip Coffee,5.5
TX-002173,CUST-002,2025-06-27 12:42:18,Salad | Latte | Americano | Drip Coffee | Tea,21.5
TX-002174,CUST-008,2025-06-27 16:37:47,Drip Coffee | Pasta | Americano,16.5
TX-002175,CUST-021,2025-06-27 19:52:11,Breakfast Sandwich | Latte | Croissant | Muffin,18.5
TX-002176,CUST-012,2025-06-27 20:06:36,Croissant | Americano | Breakfast Sandwich | Cake Slice,19.0
TX-002177,CUST-066,2025-06-27 22:05:56,Cake Slice,5.5
TX-002178,CUST-018,2025-06-27 22:12:32,Pasta | Croissant | Cake Slice,20.5
TX-002179,CUST-024,2025-06-28 00:32:34,Salad | Breakfast Sandwich | Croissant,19.0
TX-002180,CUST-068,2025-06-28 00:50:06,Tea | Americano,6.0
TX-002181,CUST-022,2025-06-28 02:47:11,Muffin | Breakfast Sandwich | Latte,14.5
TX-002182,CUST-032,2025-06-28 04:18:51,Croissant | Breakfast Sandwich | Cake Slice,16.0
TX-002183,CUST-026,2025-06-28 04:28:00,Pasta | Latte | Cake Slice | Americano,24.0
TX-002184,CUST-023,2025-06-28 05:02:42,Breakfast Sandwich | Muffin | Americano | Pasta | Croissant,28.0
TX-002185,CUST-005,2025-06-28 06:27:05,Breakfast Sandwich | Croissant | Cake Slice,16.0
TX-002186,CUST-055,2025-06-28 07:38:30,Drip Coffee | Muffin,6.0
TX-002187,CUST-015,2025-06-28 08:06:17,Cake Slice | Croissant | Latte | Breakfast Sandwich | Salad,29.0
TX-002188,CUST-044,2025-06-28 11:31:19,Cake Slice,5.5
TX-002189,CUST-067,2025-06-28 14:36:02,Tea,3.0
TX-002190,CUST-017,2025-06-28 23:15:13,Americano | Breakfast Sandwich | Latte,14.0
TX-002191,CUST-005,2025-06-29 03:09:34,Americano | Pasta | Salad | Croissant | Tea,29.5
TX-002192,CUST-069,2025-06-29 05:46:38,Drip Coffee | Americano,5.5
TX-002193,CUST-027,2025-06-29 06:20:12,Croissant | Cake Slice | Americano | Latte,17.0
TX-002194,CUST-008,2025-06-29 06:52:00,Americano | Pasta | Cake Slice | Drip Coffee | Salad,30.5
TX-002195,CUST-027,2025-06-29 14:04:18,Breakfast Sandwich | Drip Coffee | Pasta,20.0
TX-002196,CUST-100,2025-06-29 17:38:15,Salad | Pasta,19.5
TX-002197,CUST-018,2025-06-29 17:38:35,Salad | Breakfast Sandwich | Drip Coffee | Pasta,28.5
TX-002198,CUST-009,2025-06-29 17:51:47,Latte | Croissant | Americano | Breakfast Sandwich | Drip Coffee,20.5
TX-002199,CUST-102,2025-06-29 21:04:17,Latte | Croissant,8.5
TX-002200,CUST-008,2025-06-29 22:39:18,Tea | Cake Slice | Latte,13.0
TX-002201,CUST-012,2025-06-30 01:10:33,Breakfast Sandwich | Latte | Croissant | Muffin,18.5
TX-002202,CUST-073,2025-06-30 04:31:15,Drip Coffee,2.5
TX-002203,CUST-036,2025-06-30 07:37:27,Salad | Drip Coffee | Cake Slice,16.5
TX-002204,CUST-069,2025-06-30 08:37:47,Drip Coffee,2.5
TX-002205,CUST-012,2025-06-30 09:52:39,Tea | Breakfast Sandwich | Americano,12.5
TX-002206,CUST-005,2025-06-30 10:37:00,Drip Coffee | Americano | Pasta,16.5
TX-002207,CUST-066,2025-06-30 11:39:13,Drip Coffee | Muffin,6.0
TX-002208,CUST-059,2025-06-30 13:08:42,Tea | Americano,6.0
TX-002209,CUST-018,2025-06-30 15:03:53,Cake Slice | Breakfast Sandwich | Americano,15.0
TX-002210,CUST-030,2025-06-30 15:38:20,Croissant | Pasta | Breakfast Sandwich | Salad,30.0
TX-002211,CUST-113,2025-06-30 15:46:06,Breakfast Sandwich | Croissant,10.5
TX-002212,CUST-053,2025-06-30 15:50:46,Tea,3.0
TX-002213,CUST-103,2025-06-30 17:12:05,Salad | Latte | Pasta | Muffin,27.5
TX-002214,CUST-030,2025-06-30 18:01:26,Pasta | Cake Slice | Latte | Tea | Americano,27.0
TX-002215,CUST-069,2025-06-30 18:39:40,Tea,3.0
TX-002216,CUST-024,2025-06-30 19:47:08,Pasta | Muffin | Latte,19.0
TX-002217,CUST-012,2025-06-30 20:28:05,Breakfast Sandwich | Drip Coffee | Muffin | Latte | Cake Slice,22.5
TX-002218,CUST-093,2025-06-30 21:40:36,Latte | Pasta,15.5
TX-002219,CUST-019,2025-06-30 22:32:37,Croissant | Breakfast Sandwich | Muffin | Cake Slice | Salad,28.0
TX-002220,CUST-109,2025-07-01 01:23:03,Salad | Croissant | Breakfast Sandwich,19.0
TX-002221,CUST-008,2025-07-01 01:56:27,Pasta | Americano | Latte,18.5
TX-002222,CUST-066,2025-07-01 12:41:06,Americano,3.0
TX-002223,CUST-105,2025-07-01 13:31:34,Cake Slice | Breakfast Sandwich | Latte | Pasta,27.5
TX-002224,CUST-030,2025-07-01 13:40:58,Pasta | Breakfast Sandwich | Latte | Americano | Salad,33.5
TX-002225,CUST-038,2025-07-01 13:55:01,Tea | Cake Slice | Pasta,19.5
TX-002226,CUST-036,2025-07-01 15:46:32,Americano | Breakfast Sandwich | Tea | Drip Coffee | Cake Slice,20.5
TX-002227,CUST-011,2025-07-01 16:23:33,Drip Coffee | Tea | Breakfast Sandwich,12.0
TX-002228,CUST-066,2025-07-01 16:55:06,Drip Coffee,2.5
TX-002229,CUST-021,2025-07-01 16:57:48,Salad | Latte | Breakfast Sandwich,19.5
TX-002230,CUST-047,2025-07-01 17:09:51,Tea,3.0
TX-002231,CUST-077,2025-07-01 22:39:25,Americano | Drip Coffee,5.5
TX-002232,CUST-011,2025-07-01 23:00:29,Salad | Tea | Drip Coffee | Muffin | Latte,22.0
TX-002233,CUST-010,2025-07-02 02:05:07,Muffin | Tea | Breakfast Sandwich | Croissant,17.0
TX-002234,CUST-057,2025-07-02 02:23:06,Drip Coffee | Cake Slice,8.0
TX-002235,CUST-030,2025-07-02 03:53:48,Latte | Cake Slice | Salad | Pasta | Croissant,33.5
TX-002236,CUST-040,2025-07-02 04:29:36,Muffin | Cake Slice,9.0
TX-002237,CUST-043,2025-07-02 04:35:49,Tea,3.0
TX-002238,CUST-106,2025-07-02 05:16:09,Cake Slice | Pasta | Breakfast Sandwich | Salad,31.5
TX-002239,CUST-045,2025-07-02 05:20:56,Muffin,3.5
TX-002240,CUST-004,2025-07-02 05:36:54,Salad | Drip Coffee | Pasta | Tea,25.0
TX-002241,CUST-088,2025-07-02 06:57:04,Latte | Muffin | Breakfast Sandwich,14.5
TX-002242,CUST-017,2025-07-02 07:37:33,Drip Coffee | Salad | Breakfast Sandwich,17.5
TX-002243,CUST-016,2025-07-02 10:46:47,Latte | Breakfast Sandwich | Salad | Drip Coffee | Cake Slice,27.5
TX-002244,CUST-001,2025-07-02 11:24:03,Breakfast Sandwich | Croissant | Pasta,21.5
TX-002245,CUST-039,2025-07-02 12:50:34,Americano | Drip Coffee,5.5
TX-002246,CUST-012,2025-07-02 12:56:22,Pasta | Croissant | Salad | Americano | Drip Coffee,29.0
TX-002247,CUST-018,2025-07-02 15:24:18,Americano | Breakfast Sandwich | Latte,14.0
TX-002248,CUST-003,2025-07-02 17:38:32,Breakfast Sandwich | Pasta | Latte,22.0
TX-002249,CUST-005,2025-07-02 17:50:11,Drip Coffee | Americano | Salad,14.0
TX-002250,CUST-009,2025-07-02 22:33:20,Drip Coffee | Tea | Cake Slice,11.0
TX-002251,CUST-086,2025-07-03 07:43:26,Breakfast Sandwich | Cake Slice | Salad,20.5
TX-002252,CUST-058,2025-07-03 11:42:03,Americano,3.0
TX-002253,CUST-002,2025-07-03 14:40:32,Croissant | Americano | Breakfast Sandwich,13.5
TX-002254,CUST-047,2025-07-03 15:32:57,Muffin | Drip Coffee,6.0
TX-002255,CUST-072,2025-07-03 21:30:32,Drip Coffee | Muffin,6.0
TX-002256,CUST-068,2025-07-03 21:41:26,Americano | Tea,6.0
TX-002257,CUST-024,2025-07-03 22:37:32,Latte | Muffin | Croissant,12.0
TX-002258,CUST-034,2025-07-03 22:46:21,Breakfast Sandwich | Latte | Americano | Pasta | Tea,28.0
TX-002259,CUST-054,2025-07-03 23:34:02,Americano,3.0
TX-002260,CUST-037,2025-07-04 03:52:21,Breakfast Sandwich | Cake Slice | Tea | Drip Coffee | Croissant,21.5
TX-002261,CUST-025,2025-07-04 06:08:55,Latte | Pasta | Americano,18.5
TX-002262,CUST-056,2025-07-04 07:24:25,Muffin | Americano,6.5
TX-002263,CUST-071,2025-07-04 07:40:08,Drip Coffee | Tea,5.5
TX-002264,CUST-003,2025-07-04 09:01:49,Breakfast Sandwich | Croissant | Pasta | Muffin | Latte,29.5
TX-002265,CUST-040,2025-07-04 11:57:26,Drip Coffee,2.5
TX-002266,CUST-052,2025-07-04 12:50:37,Tea | Drip Coffee,5.5
TX-002267,CUST-002,2025-07-04 13:21:37,Drip Coffee | Salad | Latte,15.5
TX-002268,CUST-111,2025-07-04 13:57:14,Pasta | Cake Slice | Latte | Salad,29.5
TX-002269,CUST-034,2025-07-04 14:46:05,Latte | Cake Slice | Tea | Pasta | Americano,27.0
TX-002270,CUST-008,2025-07-04 18:05:08,Cake Slice | Pasta | Drip Coffee | Latte,23.5
TX-002271,CUST-046,2025-07-04 19:39:17,Drip Coffee | Americano,5.5
TX-002272,CUST-031,2025-07-04 20:58:06,Cake Slice | Muffin | Tea | Latte | Breakfast Sandwich,23.0
TX-002273,CUST-022,2025-07-04 22:16:02,Drip Coffee | Latte | Pasta | Croissant,22.0
TX-002274,CUST-042,2025-07-04 22:35:09,Muffin,3.5
TX-002275,CUST-058,2025-07-04 23:04:08,Drip Coffee | Americano,5.5
TX-002276,CUST-012,2025-07-05 04:03:25,Americano | Muffin | Breakfast Sandwich | Latte | Drip Coffee,20.0
TX-002277,CUST-109,2025-07-05 05:32:56,Breakfast Sandwich | Latte | Pasta,22.0
TX-002278,CUST-029,2025-07-05 06:27:38,Muffin | Drip Coffee | Salad,14.5
TX-002279,CUST-078,2025-07-05 06:30:42,Americano | Muffin,6.5
TX-002280,CUST-059,2025-07-05 08:17:50,Tea,3.0
TX-002281,CUST-070,2025-07-05 08:21:31,Muffin,3.5
TX-002282,CUST-031,2025-07-05 10:28:14,Muffin | Americano | Breakfast Sandwich,13.0
TX-002283,CUST-105,2025-07-05 12:23:47,Drip Coffee | Pasta,13.5
TX-002284,CUST-049,2025-07-05 12:41:37,Tea,3.0
TX-002285,CUST-003,2025-07-05 13:59:38,Latte | Salad | Cake Slice,18.5
TX-002286,CUST-057,2025-07-05 14:54:28,Drip Coffee,2.5
TX-002287,CUST-029,2025-07-05 21:01:18,Cake Slice | Americano | Muffin | Pasta | Breakfast Sandwich,29.5
TX-002288,CUST-034,2025-07-06 00:13:42,Pasta | Drip Coffee | Latte | Americano | Breakfast Sandwich,27.5
TX-002289,CUST-012,2025-07-06 02:01:24,Drip Coffee | Latte | Croissant | Tea | Cake Slice,19.5
TX-002290,CUST-022,2025-07-06 02:07:09,Cake Slice | Breakfast Sandwich | Salad | Americano | Pasta,34.5
TX-002291,CUST-032,2025-07-06 03:25:46,Salad | Latte | Breakfast Sandwich,19.5
TX-002292,CUST-031,2025-07-06 05:35:16,Americano | Muffin | Croissant | Latte,15.0
TX-002293,CUST-071,2025-07-06 11:09:21,Muffin,3.5
TX-002294,CUST-032,2025-07-06 13:04:55,Cake Slice | Latte | Breakfast Sandwich | Drip Coffee,19.0
TX-002295,CUST-052,2025-07-06 13:40:44,Croissant,4.0
TX-002296,CUST-033,2025-07-06 15:06:18,Latte | Breakfast Sandwich | Cake Slice | Croissant | Drip Coffee,23.0
TX-002297,CUST-026,2025-07-06 16:02:52,Breakfast Sandwich | Latte | Americano,14.0
TX-002298,CUST-025,2025-07-06 18:50:52,Breakfast Sandwich | Salad | Americano | Latte,22.5
TX-002299,CUST-036,2025-07-06 18:57:30,Latte | Breakfast Sandwich | Pasta | Drip Coffee,24.5
TX-002300,CUST-059,2025-07-06 22:29:32,Muffin,3.5
TX-002301,CUST-018,2025-07-06 23:41:43,Breakfast Sandwich | Tea | Croissant | Pasta,24.5
TX-002302,CUST-012,2025-07-07 00:05:37,Cake Slice | Croissant | Tea,12.5
TX-002303,CUST-023,2025-07-07 01:43:42,Tea | Drip Coffee | Croissant | Pasta | Cake Slice,26.0
TX-002304,CUST-095,2025-07-07 02:25:28,Pasta | Croissant | Latte | Cake Slice,25.0
TX-002305,CUST-056,2025-07-07 02:45:54,Americano | Drip Coffee,5.5
TX-002306,CUST-065,2025-07-07 02:47:20,Tea,3.0
TX-002307,CUST-001,2025-07-07 04:05:15,Latte | Muffin | Pasta | Americano,22.0
TX-002308,CUST-006,2025-07-07 06:07:37,Croissant | Drip Coffee | Latte | Tea | Breakfast Sandwich,20.5
TX-002309,CUST-022,2025-07-07 07:43:41,Salad | Latte | Cake Slice | Tea,21.5
TX-002310,CUST-028,2025-07-07 08:10:27,Breakfast Sandwich | Pasta | Drip Coffee,20.0
TX-002311,CUST-068,2025-07-07 11:03:46,Drip Coffee | Muffin,6.0
TX-002312,CUST-047,2025-07-07 12:24:51,Drip Coffee,2.5
TX-002313,CUST-082,2025-07-07 17:51:51,Cake Slice | Tea | Pasta | Breakfast Sandwich,26.0
TX-002314,CUST-107,2025-07-07 17:57:25,Pasta | Salad,19.5
TX-002315,CUST-023,2025-07-07 19:42:11,Cake Slice | Breakfast Sandwich | Salad | Latte | Drip Coffee,27.5
TX-002316,CUST-110,2025-07-07 19:48:09,Latte | Croissant,8.5
TX-002317,CUST-002,2025-07-07 21:44:06,Cake Slice | Americano | Croissant | Pasta | Breakfast Sandwich,30.0
TX-002318,CUST-091,2025-07-08 02:33:04,Breakfast Sandwich | Latte,11.0
TX-002319,CUST-088,2025-07-08 13:14:08,Breakfast Sandwich | Americano,9.5
TX-002320,CUST-096,2025-07-08 15:27:47,Cake Slice | Muffin | Latte | Pasta,24.5
TX-002321,CUST-052,2025-07-08 16:13:59,Americano | Drip Coffee,5.5
TX-002322,CUST-113,2025-07-08 17:06:18,Latte | Pasta | Breakfast Sandwich | Cake Slice,27.5
TX-002323,CUST-077,2025-07-08 19:12:55,Muffin | Drip Coffee,6.0
TX-002324,CUST-021,2025-07-08 19:34:27,Drip Coffee | Latte | Cake Slice,12.5
TX-002325,CUST-038,2025-07-08 20:31:53,Latte | Croissant | Drip Coffee | Americano | Muffin,17.5
TX-002326,CUST-002,2025-07-08 20:41:47,Croissant | Breakfast Sandwich | Muffin,14.0
TX-002327,CUST-015,2025-07-09 00:10:37,Salad | Tea | Pasta,22.5
TX-002328,CUST-040,2025-07-09 04:33:11,Americano | Muffin,6.5
TX-002329,CUST-018,2025-07-09 13:00:16,Latte | Drip Coffee | Tea | Croissant | Pasta,25.0
TX-002330,CUST-055,2025-07-09 13:38:24,Drip Coffee | Tea,5.5
TX-002331,CUST-110,2025-07-09 14:11:11,Cake Slice | Croissant,9.5
TX-002332,CUST-007,2025-07-09 17:32:02,Latte | Drip Coffee | Pasta,18.0
TX-002333,CUST-045,2025-07-09 18:14:53,Tea | Muffin,6.5
TX-002334,CUST-017,2025-07-09 20:01:44,Croissant | Cake Slice | Muffin,13.0
TX-002335,CUST-043,2025-07-09 21:03:01,Drip Coffee,2.5
TX-002336,CUST-063,2025-07-09 21:35:36,Tea | Americano,6.0
TX-002337,CUST-033,2025-07-10 01:12:29,Americano | Muffin | Pasta,17.5
TX-002338,CUST-012,2025-07-10 03:14:44,Americano | Muffin | Drip Coffee,9.0
TX-002339,CUST-071,2025-07-10 09:09:35,Latte,4.5
TX-002340,CUST-020,2025-07-10 10:50:04,Muffin | Latte | Cake Slice,13.5
TX-002341,CUST-003,2025-07-10 11:46:58,Croissant | Latte | Americano | Drip Coffee | Breakfast Sandwich,20.5
TX-002342,CUST-026,2025-07-10 11:47:40,Pasta | Americano | Cake Slice | Drip Coffee | Croissant,26.0
TX-002343,CUST-051,2025-07-10 17:15:55,Drip Coffee | Latte,7.0
TX-002344,CUST-014,2025-07-10 18:43:21,Salad | Latte | Americano | Muffin | Breakfast Sandwich,26.0
TX-002345,CUST-105,2025-07-10 19:30:43,Croissant | Pasta,15.0
TX-002346,CUST-112,2025-07-10 19:48:12,Pasta | Croissant | Salad | Cake Slice,29.0
TX-002347,CUST-029,2025-07-11 03:42:35,Pasta | Salad | Latte | Croissant,28.0
TX-002348,CUST-058,2025-07-11 04:41:17,Pasta | Drip Coffee,13.5
TX-002349,CUST-088,2025-07-11 04:58:55,Croissant | Cake Slice | Pasta,20.5
TX-002350,CUST-065,2025-07-11 06:31:31,Breakfast Sandwich | Americano,9.5
TX-002351,CUST-032,2025-07-11 08:31:23,Tea | Muffin | Pasta | Latte,22.0
TX-002352,CUST-014,2025-07-11 09:58:32,Americano | Cake Slice | Breakfast Sandwich | Pasta,26.0
TX-002353,CUST-092,2025-07-11 10:43:06,Breakfast Sandwich | Cake Slice | Latte | Pasta,27.5
TX-002354,CUST-084,2025-07-11 18:20:27,Cake Slice | Salad | Breakfast Sandwich | Muffin,24.0
TX-002355,CUST-056,2025-07-11 19:47:22,Latte | Drip Coffee,7.0
TX-002356,CUST-021,2025-07-11 20:42:14,Breakfast Sandwich | Pasta | Cake Slice | Croissant,27.0
TX-002357,CUST-001,2025-07-12 00:04:48,Drip Coffee | Latte | Pasta,18.0
TX-002358,CUST-049,2025-07-12 01:24:01,Drip Coffee,2.5
TX-002359,CUST-051,2025-07-12 02:25:43,Americano | Drip Coffee,5.5
TX-002360,CUST-058,2025-07-12 04:39:31,Americano,3.0
TX-002361,CUST-034,2025-07-12 05:00:54,Salad | Pasta | Tea | Latte,27.0
TX-002362,CUST-044,2025-07-12 10:17:44,Croissant | Drip Coffee,6.5
TX-002363,CUST-017,2025-07-12 14:18:42,Latte | Breakfast Sandwich | Tea,14.0
TX-002364,CUST-076,2025-07-12 14:46:58,Latte | Americano,7.5
TX-002365,CUST-019,2025-07-12 15:49:36,Latte | Croissant | Americano | Muffin | Pasta,26.0
TX-002366,CUST-009,2025-07-12 16:24:17,Cake Slice | Latte | Drip Coffee,12.5
TX-002367,CUST-079,2025-07-12 16:45:45,Pasta | Croissant | Salad,23.5
TX-002368,CUST-061,2025-07-12 18:10:40,Drip Coffee,2.5
TX-002369,CUST-010,2025-07-12 19:31:03,Cake Slice | Salad | Breakfast Sandwich,20.5
TX-002370,CUST-038,2025-07-13 05:24:15,Breakfast Sandwich | Croissant | Americano,13.5
TX-002371,CUST-074,2025-07-13 05:28:12,Tea,3.0
TX-002372,CUST-021,2025-07-13 07:12:33,Muffin | Breakfast Sandwich | Salad | Cake Slice | Croissant,28.0
TX-002373,CUST-063,2025-07-13 12:09:54,Americano,3.0
TX-002374,CUST-011,2025-07-13 13:59:30,Pasta | Breakfast Sandwich | Drip Coffee,20.0
TX-002375,CUST-016,2025-07-13 20:34:30,Latte | Drip Coffee | Breakfast Sandwich | Cake Slice,19.0
TX-002376,CUST-034,2025-07-13 23:52:26,Muffin | Salad | Tea | Americano | Drip Coffee,20.5
TX-002377,CUST-007,2025-07-14 01:33:56,Latte | Cake Slice | Tea | Breakfast Sandwich | Drip Coffee,22.0
TX-002378,CUST-024,2025-07-14 04:00:34,Latte | Cake Slice | Muffin | Breakfast Sandwich | Americano,23.0
TX-002379,CUST-083,2025-07-14 10:13:23,Cake Slice | Muffin | Croissant,13.0
TX-002380,CUST-078,2025-07-14 10:28:47,Pasta,11.0
TX-002381,CUST-030,2025-07-14 11:17:12,Muffin | Latte | Tea | Breakfast Sandwich,17.5
TX-002382,CUST-028,2025-07-14 14:25:41,Latte | Salad | Cake Slice | Croissant | Breakfast Sandwich,29.0
TX-002383,CUST-004,2025-07-14 17:52:21,Drip Coffee | Salad | Americano,14.0
TX-002384,CUST-030,2025-07-14 21:15:00,Muffin | Americano | Breakfast Sandwich,13.0
TX-002385,CUST-023,2025-07-14 23:53:08,Breakfast Sandwich | Muffin | Salad | Croissant | Americano,25.5
TX-002386,CUST-006,2025-07-15 00:40:30,Breakfast Sandwich | Muffin | Croissant | Cake Slice,19.5
TX-002387,CUST-002,2025-07-15 01:42:59,Drip Coffee | Tea | Latte | Americano | Salad,21.5
TX-002388,CUST-007,2025-07-15 06:03:45,Breakfast Sandwich | Pasta | Salad | Muffin | Drip Coffee,32.0
TX-002389,CUST-013,2025-07-15 07:19:25,Latte | Croissant | Pasta,19.5
TX-002390,CUST-113,2025-07-15 09:41:03,Latte | Cake Slice | Salad | Tea,21.5
TX-002391,CUST-005,2025-07-15 10:41:45,Breakfast Sandwich | Cake Slice | Salad | Latte | Croissant,29.0
TX-002392,CUST-009,2025-07-15 13:48:39,Croissant | Breakfast Sandwich | Cake Slice,16.0
TX-002393,CUST-091,2025-07-15 16:19:42,Salad | Cake Slice | Breakfast Sandwich,20.5
TX-002394,CUST-083,2025-07-15 16:30:54,Cake Slice | Salad | Latte,18.5
TX-002395,CUST-007,2025-07-15 18:49:04,Pasta | Latte | Cake Slice | Muffin,24.5
TX-002396,CUST-057,2025-07-15 19:04:38,Americano | Muffin,6.5
TX-002397,CUST-090,2025-07-15 20:33:28,Tea | Breakfast Sandwich | Pasta | Latte,25.0
TX-002398,CUST-023,2025-07-16 03:32:24,Muffin | Latte | Croissant | Salad | Breakfast Sandwich,27.0
TX-002399,CUST-072,2025-07-16 04:29:39,Americano | Drip Coffee,5.5
TX-002400,CUST-017,2025-07-16 09:52:15,Latte | Tea | Breakfast Sandwich,14.0
TX-002401,CUST-088,2025-07-16 13:51:37,Cake Slice | Americano | Latte,13.0
TX-002402,CUST-006,2025-07-16 14:52:59,Latte | Croissant | Salad,17.0
TX-002403,CUST-057,2025-07-16 20:40:47,Croissant,4.0
TX-002404,CUST-076,2025-07-16 23:41:51,Drip Coffee,2.5
TX-002405,CUST-072,2025-07-17 01:57:20,Americano,3.0
